URL,Repo Name,Date,CVE ID,CVE Severity,Name,Component Type,Ownership,Num of Contributor,Num of Minor 5%,Per of Minor 5%,Avg of Minor Contri 5%,Num of Minor 10%,Per of Minor 10%,Avg of Minor Contri 10%,Num of Minor 20%,Per of Minor 20%,Avg of Minor Contri 20%,Num of Minor 50%,Per of Minor 50%,Avg of Minor Contri 50%,Days Difference,Release Info,Time Stage,Oss Stage,Age,Release Info Aged,Time Stage Aged,Oss Stage Aged,License Info,License Type,Total Added,Total Deleted,File Size
https://github.com/tensorflow/tensorflow/commit/a65411a1d69edfb16b25907ffb8f73556ce36bb7,tensorflow,2022-10-19T04:06:47Z,CVE-2022-41910,9.1,tensorflow/tensorflow/core/grappler/utils/functions.cc,file,0.38636363636363635,13,10,0.7692307692307693,0.02727272727272727,11,0.8461538461538461,0.03099173553719008,11,0.8461538461538461,0.03099173553719008,13,1.0,0.0769230769230769,2538,"[2, 31, 87, 53, 4]",t5,SI,1554,"[1, 15, 56, 46, 3]",t5,SI,Apache,permissive,2536,2032,614
https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,tensorflow,2022-10-24T21:30:10Z,CVE-2022-41900,9.8,tensorflow/tensorflow/core/kernels/fractional_avg_pool_op.cc,file,0.4444444444444444,9,0,0.0,0,6,0.6666666666666666,0.05555555555555556,8,0.8888888888888888,0.06944444444444446,9,1.0,0.11111111111111113,2544,"[2, 31, 87, 53, 4]",t5,SI,2150,"[2, 25, 81, 52, 4]",t5,SI,Apache,permissive,541,129,411
https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,tensorflow,2022-10-24T21:30:10Z,CVE-2022-41900,9.8,tensorflow/tensorflow/core/kernels/fractional_max_pool_op.cc,file,0.7142857142857143,4,0,0.0,0,2,0.5,0.07142857142857142,3,0.75,0.09523809523809523,3,0.75,0.09523809523809523,2544,"[2, 31, 87, 53, 4]",t5,SI,2219,"[2, 26, 84, 52, 4]",t5,SI,Apache,permissive,541,128,413
https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,tensorflow,2022-10-24T21:30:10Z,CVE-2022-41900,9.8,tensorflow/tensorflow/core/ops/nn_ops.cc,file,0.15151515151515152,90,88,0.9777777777777777,0.008838383838383831,89,0.9888888888888889,0.009533537623425258,90,1.0,0.0111111111111111,90,1.0,0.0111111111111111,2544,"[2, 31, 87, 53, 4]",t5,SI,2518,"[2, 31, 87, 53, 4]",t5,SI,Apache,permissive,10060,5101,3414
https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,tensorflow,2022-10-24T21:30:10Z,CVE-2022-41900,9.8,tensorflow/tensorflow/core/ops/nn_ops_test.cc,file,0.3870967741935484,14,8,0.5714285714285714,0.03225806451612903,13,0.9285714285714286,0.047146401985111656,13,0.9285714285714286,0.047146401985111656,14,1.0,0.07142857142857141,2544,"[2, 31, 87, 53, 4]",t5,SI,1353,"[1, 12, 46, 45, 3]",t5,SI,Apache,permissive,968,283,576
https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,tensorflow,2022-10-24T21:30:10Z,CVE-2022-41900,9.8,tensorflow/tensorflow/python/kernel_tests/nn_ops/fractional_avg_pool_op_test.py,file,0.2857142857142857,9,0,0.0,0,7,0.7777777777777778,0.07142857142857141,7,0.7777777777777778,0.07142857142857141,9,1.0,0.11111111111111109,2544,"[2, 31, 87, 53, 4]",t5,SI,2150,"[2, 25, 81, 52, 4]",t5,SI,Apache,permissive,714,182,567
https://github.com/tensorflow/tensorflow/commit/216525144ee7c910296f5b05d214ca1327c9ce48,tensorflow,2022-10-24T21:30:10Z,CVE-2022-41900,9.8,tensorflow/tensorflow/python/kernel_tests/nn_ops/fractional_max_pool_op_test.py,file,0.23809523809523808,12,9,0.75,0.047619047619047616,9,0.75,0.047619047619047616,11,0.9166666666666666,0.06926406926406928,12,1.0,0.08333333333333336,2544,"[2, 31, 87, 53, 4]",t5,SI,2219,"[2, 26, 84, 52, 4]",t5,SI,Apache,permissive,844,177,676
https://github.com/tensorflow/tensorflow/commit/d71090c3e5ca325bdf4b02eb236cfb3ee823e927,tensorflow,2022-09-28T18:08:21Z,CVE-2022-41897,7.5,tensorflow/tensorflow/core/kernels/fractional_max_pool_op.cc,file,0.6923076923076923,4,0,0.0,0,2,0.5,0.07692307692307693,3,0.75,0.10256410256410257,3,0.75,0.10256410256410257,2518,"[2, 31, 85, 53, 4]",t5,SI,2148,"[2, 25, 79, 52, 4]",t5,SI,Apache,permissive,529,128,401
https://github.com/tensorflow/tensorflow/commit/d71090c3e5ca325bdf4b02eb236cfb3ee823e927,tensorflow,2022-09-28T18:08:21Z,CVE-2022-41897,7.5,tensorflow/tensorflow/python/kernel_tests/nn_ops/fractional_max_pool_op_test.py,file,0.2,12,9,0.75,0.049999999999999996,9,0.75,0.049999999999999996,12,1.0,0.08333333333333336,12,1.0,0.08333333333333336,2518,"[2, 31, 85, 53, 4]",t5,SI,2148,"[2, 25, 79, 52, 4]",t5,SI,Apache,permissive,825,176,658
https://github.com/tensorflow/tensorflow/commit/717ca98d8c3bba348ff62281fdf38dcb5ea1ec92,tensorflow,2022-10-12T19:41:46Z,CVE-2022-41895,7.5,tensorflow/tensorflow/core/kernels/image/mirror_pad_op.cc,file,0.3181818181818182,12,8,0.6666666666666666,0.04545454545454546,10,0.8333333333333334,0.05454545454545455,11,0.9166666666666666,0.061983471074380174,12,1.0,0.08333333333333331,2532,"[2, 31, 85, 53, 4]",t5,SI,1979,"[1, 23, 73, 51, 3]",t5,SI,Apache,permissive,1109,606,457
https://github.com/tensorflow/tensorflow/commit/717ca98d8c3bba348ff62281fdf38dcb5ea1ec92,tensorflow,2022-10-12T19:41:46Z,CVE-2022-41895,7.5,tensorflow/tensorflow/python/kernel_tests/array_ops/array_ops_test.py,file,0.19823788546255505,71,68,0.9577464788732394,0.009393625291526306,70,0.9859154929577465,0.01145374449339207,71,1.0,0.014084507042253521,71,1.0,0.014084507042253521,2532,"[2, 31, 85, 53, 4]",t5,SI,2448,"[2, 31, 85, 53, 4]",t5,SI,Apache,permissive,6061,3433,2460
https://github.com/tensorflow/tensorflow/commit/f5381e0e10b5a61344109c1b7c174c68110f7629,tensorflow,2022-09-30T20:33:07Z,CVE-2022-41883,7.5,tensorflow/tensorflow/core/common_runtime/eager/execute.cc,file,0.17064846416382254,47,41,0.8723404255319149,0.009406476317322896,44,0.9361702127659575,0.013651877133105813,47,1.0,0.021276595744680864,47,1.0,0.021276595744680864,2520,"[2, 31, 85, 53, 4]",t5,SI,1556,"[1, 16, 55, 46, 3]",t5,SI,Apache,permissive,6433,4260,2144
https://github.com/tensorflow/tensorflow/commit/f5381e0e10b5a61344109c1b7c174c68110f7629,tensorflow,2022-09-30T20:33:07Z,CVE-2022-41883,7.5,tensorflow/tensorflow/python/kernel_tests/data_structures/dynamic_stitch_op_test.py,file,0.3103448275862069,17,14,0.8235294117647058,0.03448275862068966,15,0.8823529411764706,0.036781609195402305,16,0.9411764705882353,0.043103448275862065,17,1.0,0.058823529411764684,2520,"[2, 31, 85, 53, 4]",t5,SI,2186,"[2, 26, 81, 52, 4]",t5,SI,Apache,permissive,683,323,313
https://github.com/tensorflow/tensorflow/commit/b389f5c944cadfdfe599b3f1e4026e036f30d2d4,tensorflow,2022-10-06T23:33:46Z,CVE-2022-41880,9.1,tensorflow/tensorflow/core/kernels/candidate_sampler_ops.cc,file,0.15384615384615385,9,0,0.0,0,5,0.5555555555555556,0.07692307692307693,9,1.0,0.1111111111111111,9,1.0,0.1111111111111111,2526,"[2, 31, 85, 53, 4]",t5,SI,2104,"[2, 24, 79, 52, 4]",t5,SI,Apache,permissive,318,50,267
https://github.com/tensorflow/tensorflow/commit/b389f5c944cadfdfe599b3f1e4026e036f30d2d4,tensorflow,2022-10-06T23:33:46Z,CVE-2022-41880,9.1,tensorflow/tensorflow/python/kernel_tests/random/candidate_sampler_ops_test.py,file,0.25,12,0,0.0,0,10,0.8333333333333334,0.0625,11,0.9166666666666666,0.06818181818181818,12,1.0,0.08333333333333333,2526,"[2, 31, 85, 53, 4]",t5,SI,2186,"[2, 26, 81, 52, 4]",t5,SI,Apache,permissive,196,61,132
https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,tensorflow,2022-07-25T11:25:01Z,CVE-2022-35937,9.1,tensorflow/tensorflow/lite/kernels/gather_nd.cc,file,0.375,6,0,0.0,0,0,0.0,0,5,0.8333333333333334,0.125,6,1.0,0.16666666666666666,2452,"[2, 30, 81, 50, 4]",t5,SI,895,"[0, 8, 27, 35, 0]",t4,SI,Apache,permissive,202,9,193
https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,tensorflow,2022-07-25T11:25:01Z,CVE-2022-35937,9.1,tensorflow/tensorflow/lite/kernels/gather_nd_test.cc,file,0.2,5,0,0.0,0,0,0.0,0,5,1.0,0.2,5,1.0,0.2,2452,"[2, 30, 81, 50, 4]",t5,SI,680,"[0, 6, 19, 32, 0]",t4,SI,Apache,permissive,377,10,367
https://github.com/tensorflow/tensorflow/commit/595a65a3e224a0362d7e68c2213acfc2b499a196,tensorflow,2022-07-25T11:25:01Z,CVE-2022-35937,9.1,tensorflow/tensorflow/lite/kernels/internal/reference/reference_ops.h,file,0.4810126582278481,72,71,0.9861111111111112,0.0073096808700303115,71,0.9861111111111112,0.0073096808700303115,71,0.9861111111111112,0.0073096808700303115,72,1.0,0.013888888888888904,2452,"[2, 30, 81, 50, 4]",t5,SI,1425,"[1, 13, 48, 42, 3]",t5,SI,Apache,permissive,13557,11678,1467
https://github.com/tensorflow/tensorflow/commit/c99d98cd189839dcf51aee94e7437b54b31f8abd,tensorflow,2021-11-13T01:42:30Z,CVE-2022-23592,8.1,tensorflow/tensorflow/core/graph/graph.cc,file,0.18705035971223022,50,46,0.92,0.013450109477635279,49,0.98,0.01659080898546468,50,1.0,0.019999999999999987,50,1.0,0.019999999999999987,2198,"[2, 28, 76, 40, 4]",t5,SI,2135,"[2, 28, 76, 40, 4]",t5,SI,Apache,permissive,1718,702,905
https://github.com/tensorflow/tensorflow/commit/0657c83d08845cc434175934c642299de2c0f042,tensorflow,2021-11-09T12:44:43Z,CVE-2022-23574,8.8,tensorflow/tensorflow/core/framework/full_type_util.cc,file,0.7142857142857143,2,0,0.0,0,0,0.0,0,0,0.0,0,1,0.5,0.2857142857142857,2194,"[2, 28, 76, 40, 4]",t5,SI,133,"[0, 2, 5, 7, 0]",t3,SI,Apache,permissive,196,73,123
https://github.com/tensorflow/tensorflow/commit/6364463d6f5b6254cac3d6aedf999b6a96225038,tensorflow,2021-12-16T23:37:14Z,CVE-2022-23560,8.8,tensorflow/tensorflow/lite/kernels/internal/utils/sparsity_format_converter.cc,file,0.6923076923076923,5,0,0.0,0,4,0.8,0.07692307692307693,4,0.8,0.07692307692307693,4,0.8,0.07692307692307693,2232,"[2, 28, 76, 40, 4]",t5,SI,580,"[0, 5, 17, 22, 0]",t4,SI,Apache,permissive,439,47,392
https://github.com/tensorflow/tensorflow/commit/002408c3696b173863228223d535f9de72a101a9,tensorflow,2021-12-03T04:57:14Z,CVE-2022-21730,8.1,tensorflow/tensorflow/core/kernels/fractional_avg_pool_op.cc,file,0.4375,8,0,0.0,0,5,0.625,0.0625,7,0.875,0.08035714285714286,8,1.0,0.125,2218,"[2, 28, 76, 40, 4]",t5,SI,1806,"[2, 21, 70, 39, 4]",t5,SI,Apache,permissive,502,127,374
https://github.com/tensorflow/tensorflow/commit/37c01fb5e25c3d80213060460196406c43d31995,tensorflow,2021-11-23T22:27:30Z,CVE-2022-21728,8.1,tensorflow/tensorflow/core/ops/array_ops.cc,file,0.28498727735368956,94,92,0.9787234042553191,0.0070251133974997245,93,0.9893617021276596,0.0076883088456592506,93,0.9893617021276596,0.0076883088456592506,94,1.0,0.01063829787234042,2209,"[2, 28, 76, 40, 4]",t5,SI,2104,"[2, 26, 76, 40, 4]",t5,SI,Apache,permissive,13601,9759,3394
https://github.com/tensorflow/tensorflow/commit/23968a8bf65b009120c43b5ebcceaf52dbc9e943,tensorflow,2021-11-20T07:16:11Z,CVE-2022-21726,8.8,tensorflow/tensorflow/core/kernels/dequantize_op.cc,file,0.5,10,7,0.7,0.03846153846153847,8,0.8,0.04326923076923077,9,0.9,0.05555555555555555,10,1.0,0.09999999999999998,2205,"[2, 28, 76, 40, 4]",t5,SI,1918,"[2, 24, 73, 39, 4]",t5,SI,Apache,permissive,666,373,293
https://github.com/tensorflow/tensorflow/commit/3712a2d3455e6ccb924daa5724a3652a86f6b585,tensorflow,2021-10-04T19:41:58Z,CVE-2021-41227,5.5,tensorflow/tensorflow/core/platform/ctstring_internal.h,file,0.7777777777777778,2,0,0.0,0,0,0.0,0,0,0.0,0,1,0.5,0.2222222222222222,2159,"[2, 27, 75, 36, 4]",t5,SI,502,"[0, 4, 16, 18, 0]",t4,SI,Apache,permissive,485,30,455
https://github.com/tensorflow/tensorflow/commit/3712a2d3455e6ccb924daa5724a3652a86f6b585,tensorflow,2021-10-04T19:41:58Z,CVE-2021-41227,5.5,tensorflow/tensorflow/core/platform/ctstring_test.cc,file,0.5,2,0,0.0,0,0,0.0,0,0,0.0,0,2,1.0,0.5,2159,"[2, 27, 75, 36, 4]",t5,SI,502,"[0, 4, 16, 18, 0]",t4,SI,Apache,permissive,382,0,382
https://github.com/tensorflow/tensorflow/commit/1cb6bb6c2a6019417c9adaf9e6843ba75ee2580b,tensorflow,2021-10-05T20:40:42Z,CVE-2021-41227,5.5,tensorflow/tensorflow/core/kernels/immutable_constant_op.cc,file,0.3333333333333333,6,0,0.0,0,0,0.0,0,4,0.6666666666666666,0.1111111111111111,6,1.0,0.16666666666666666,2160,"[2, 27, 75, 36, 4]",t5,SI,1783,"[2, 21, 69, 35, 4]",t5,SI,Apache,permissive,192,76,116
https://github.com/tensorflow/tensorflow/commit/1cb6bb6c2a6019417c9adaf9e6843ba75ee2580b,tensorflow,2021-10-05T20:40:42Z,CVE-2021-41227,5.5,tensorflow/tensorflow/core/kernels/immutable_constant_op_test.cc,file,0.19047619047619047,10,3,0.3,0.047619047619047616,7,0.7,0.0748299319727891,10,1.0,0.09999999999999998,10,1.0,0.09999999999999998,2160,"[2, 27, 75, 36, 4]",t5,SI,1595,"[1, 19, 62, 34, 3]",t5,SI,Apache,permissive,320,126,194
https://github.com/tensorflow/tensorflow/commit/f410212e373eb2aec4c9e60bf3702eba99a38aba,tensorflow,2021-09-30T13:36:55Z,CVE-2021-41226,7.1,tensorflow/tensorflow/core/kernels/bincount_op.cc,file,0.26666666666666666,10,0,0.0,0,7,0.7,0.06666666666666667,9,0.9,0.08148148148148147,10,1.0,0.1,2154,"[2, 27, 74, 36, 4]",t5,SI,1611,"[1, 19, 62, 34, 3]",t5,SI,Apache,permissive,895,329,508
https://github.com/tensorflow/tensorflow/commit/67bfd9feeecfb3c61d80f0e46d89c170fbee682b,tensorflow,2021-09-30T17:44:33Z,CVE-2021-41224,7.1,tensorflow/tensorflow/core/kernels/sparse_fill_empty_rows_op.cc,file,0.21212121212121213,14,7,0.5,0.030303030303030304,11,0.7857142857142857,0.046831955922865015,13,0.9285714285714286,0.0606060606060606,14,1.0,0.07142857142857142,2155,"[2, 27, 74, 36, 4]",t5,SI,1541,"[1, 18, 59, 33, 3]",t5,SI,Apache,permissive,1539,1160,443
https://github.com/tensorflow/tensorflow/commit/aab9998916c2ffbd8f0592059fad352622f89cda,tensorflow,2021-09-29T20:00:50Z,CVE-2021-41223,7.1,tensorflow/tensorflow/core/kernels/fused_batch_norm_op.cc,file,0.25842696629213485,30,27,0.9,0.01581356637536413,27,0.9,0.01581356637536413,29,0.9666666666666667,0.025571483920960883,30,1.0,0.03333333333333335,2154,"[2, 27, 74, 36, 4]",t5,SI,1778,"[2, 21, 68, 35, 4]",t5,SI,Apache,permissive,4827,2230,1703
https://github.com/tensorflow/tensorflow/commit/aab9998916c2ffbd8f0592059fad352622f89cda,tensorflow,2021-09-29T20:00:50Z,CVE-2021-41223,7.1,tensorflow/tensorflow/python/ops/nn_fused_batchnorm_test.py,file,0.14893617021276595,23,17,0.7391304347826086,0.022528160200250304,20,0.8695652173913043,0.03085106382978724,23,1.0,0.043478260869565216,23,1.0,0.043478260869565216,2154,"[2, 27, 74, 36, 4]",t5,SI,1659,"[1, 20, 65, 34, 3]",t5,SI,Apache,permissive,2460,1421,703
https://github.com/tensorflow/tensorflow/commit/e6cf28c72ba2eb949ca950d834dd6d66bb01cfae,tensorflow,2021-10-06T04:54:15Z,CVE-2021-41219,7.8,tensorflow/tensorflow/core/kernels/sparse_matmul_op.cc,file,0.29310344827586204,25,17,0.68,0.019269776876267745,24,0.96,0.029454022988505746,24,0.96,0.029454022988505746,25,1.0,0.04000000000000001,2160,"[2, 27, 75, 36, 4]",t5,SI,1999,"[2, 25, 74, 35, 4]",t5,SI,Apache,permissive,2712,1194,1658
https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,tensorflow,2021-09-30T22:52:09Z,CVE-2021-41212,7.1,tensorflow/tensorflow/core/ops/ragged_array_ops.cc,file,0.4,3,0,0.0,0,0,0.0,0,1,0.3333333333333333,0.2,3,1.0,0.3333333333333333,2155,"[2, 27, 74, 36, 4]",t5,SI,1036,"[1, 8, 35, 28, 3]",t4,SI,Apache,permissive,165,6,159
https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,tensorflow,2021-09-30T22:52:09Z,CVE-2021-41212,7.1,tensorflow/tensorflow/python/ops/ragged/ragged_cross_op_test.py,file,0.6666666666666666,2,0,0.0,0,0,0.0,0,0,0.0,0,1,0.5,0.3333333333333333,2155,"[2, 27, 74, 36, 4]",t5,SI,119,"[0, 1, 3, 7, 0]",t3,SI,Apache,permissive,399,2,397
https://github.com/tensorflow/tensorflow/commit/a0d64445116c43cf46a5666bd4eee28e7a82f244,tensorflow,2021-10-01T22:52:56Z,CVE-2021-41211,7.1,tensorflow/tensorflow/core/framework/common_shape_fns.cc,file,0.3,48,45,0.9375,0.012296296296296295,47,0.9791666666666666,0.014893617021276596,47,0.9791666666666666,0.014893617021276596,48,1.0,0.020833333333333346,2156,"[2, 27, 74, 36, 4]",t5,SI,1993,"[2, 25, 73, 35, 4]",t5,SI,Apache,permissive,4744,1894,2545
https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2,tensorflow,2021-10-26T23:50:02Z,CVE-2021-41210,7.1,tensorflow/tensorflow/core/ops/count_ops.cc,file,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2181,"[2, 27, 76, 36, 4]",t5,SI,13,"[0, 0, 1, 0, 0]",t2,TG,Apache,permissive,160,54,106
https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2,tensorflow,2021-10-26T23:50:02Z,CVE-2021-41210,7.1,tensorflow/tensorflow/python/ops/bincount_ops_test.py,file,0.5714285714285714,4,0,0.0,0,0,0.0,0,3,0.75,0.14285714285714285,3,0.75,0.14285714285714285,2181,"[2, 27, 76, 36, 4]",t5,SI,141,"[0, 1, 5, 6, 0]",t3,SI,Apache,permissive,1221,265,956
https://github.com/tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d,tensorflow,2021-10-12T02:02:45Z,CVE-2021-41205,7.1,tensorflow/tensorflow/core/ops/array_ops.cc,file,0.28498727735368956,94,92,0.9787234042553191,0.0070251133974997245,93,0.9893617021276596,0.0076883088456592506,93,0.9893617021276596,0.0076883088456592506,94,1.0,0.01063829787234042,2166,"[2, 27, 75, 36, 4]",t5,SI,2104,"[2, 27, 75, 36, 4]",t5,SI,Apache,permissive,13601,9759,3394
https://github.com/tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d,tensorflow,2021-10-12T02:02:45Z,CVE-2021-41205,7.1,tensorflow/tensorflow/core/ops/array_ops_test.cc,file,0.4954954954954955,24,21,0.875,0.014586014586014587,22,0.9166666666666666,0.0171990171990172,23,0.9583333333333334,0.02193497845671759,24,1.0,0.041666666666666685,2166,"[2, 27, 75, 36, 4]",t5,SI,1867,"[2, 23, 72, 35, 4]",t5,SI,Apache,permissive,2388,504,1867
https://github.com/tensorflow/tensorflow/commit/eb921122119a6b6e470ee98b89e65d721663179d,tensorflow,2021-07-28T00:11:14Z,CVE-2021-37687,5.5,tensorflow/tensorflow/lite/kernels/gather.cc,file,0.4583333333333333,13,11,0.8461538461538461,0.04166666666666667,12,0.9230769230769231,0.04513888888888889,12,0.9230769230769231,0.04513888888888889,13,1.0,0.0769230769230769,2090,"[2, 26, 73, 33, 4]",t5,SI,1321,"[1, 15, 53, 28, 3]",t5,SI,Apache,permissive,377,113,263
https://github.com/tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f,tensorflow,2021-07-27T22:20:26Z,CVE-2021-37687,5.5,tensorflow/tensorflow/lite/kernels/gather_nd.cc,file,0.375,6,0,0.0,0,0,0.0,0,5,0.8333333333333334,0.125,6,1.0,0.16666666666666666,2090,"[2, 26, 73, 33, 4]",t5,SI,895,"[1, 7, 32, 25, 3]",t4,SI,Apache,permissive,202,9,193
https://github.com/tensorflow/tensorflow/commit/d94ffe08a65400f898241c0374e9edc6fa8ed257,tensorflow,2021-07-27T21:42:54Z,CVE-2021-37685,5.5,tensorflow/tensorflow/lite/kernels/expand_dims.cc,file,0.18181818181818182,8,0,0.0,0,5,0.625,0.09090909090909091,8,1.0,0.12500000000000003,8,1.0,0.12500000000000003,2090,"[2, 26, 73, 33, 4]",t5,SI,1152,"[1, 11, 45, 26, 3]",t5,SI,Apache,permissive,146,26,123
https://github.com/tensorflow/tensorflow/commit/a4e138660270e7599793fa438cd7b2fc2ce215a6,tensorflow,2021-07-30T05:24:27Z,CVE-2021-37672,5.5,tensorflow/tensorflow/core/kernels/sdca_internal.cc,file,0.5,7,0,0.0,0,3,0.42857142857142855,0.05555555555555555,6,0.8571428571428571,0.08333333333333333,7,1.0,0.14285714285714285,2092,"[2, 26, 73, 33, 4]",t5,SI,1723,"[2, 21, 67, 32, 4]",t5,SI,Apache,permissive,680,88,588
